   Id    , user_id ,sex,     latitude      ,     longitude     ,     created_at      ,, venue_id 
985184,2142684,M,-33.8386344,151.2071142, 2012-04-21 17:51:40,,28304
985195,2144017,M,47.7423218,-121.9856781, 2012-04-21 18:51:59,,128032
985297,2147061,F,                   ,                   , 2012-04-21 17:54:33,,393985
985337,2147068,M,                   ,                   , 2012-04-21 17:30:20,,393985
985265,85669,F,37.09024,-95.712891, 2012-04-21 18:46:02,,936909
985326,2147066,F,                   ,                   , 2012-04-21 17:31:22,,393985
34869,1353332,F,                   ,                   , 2011-12-10 01:28:11,,120736
985313,2147063,M,                   ,                   , 2012-04-21 17:37:16,,393985
985171,524777,M,33.9941792,-118.3753543, 2012-04-21 19:03:57,,128032
985350,2147072,M,                   ,                   , 2012-04-21 17:16:59,,393985
985365,2147076,F,                   ,                   , 2012-04-21 17:12:52,,393985
985371,2067586,F,25.72149,-80.2683838, 2012-04-21 16:54:09,,393985
985382,2147079,F,                   ,                   , 2012-04-21 16:33:33,,393985
985209,2147043,M,                   ,                   , 2012-04-21 18:41:20,,128032
985073,2147011,M,                   ,                   , 2012-04-21 18:20:49,,29488
985088,2147013,M,                   ,                   , 2012-04-21 18:20:40,,29488
985095,1050002,M,32.802955,-96.769923, 2012-04-21 18:17:38,,29488
985115,2147021,M,                   ,                   , 2012-04-21 18:16:30,,29488
985128,131898,M,28.669997,-81.2081203, 2012-04-21 18:15:53,,29488
985136,820491,F,38.7509488,-77.4752667, 2012-04-21 18:11:36,,29488
985139,1824318,M,27.9658533,-82.8001026, 2012-04-21 18:08:37,,29488
985153,2147034,F,                   ,                   , 2012-04-21 18:08:25,,29488
985163,157998,F,35.0456297,-85.3096801, 2012-04-21 18:04:46,,29488
985178,1523432,F,40.4406248,-79.9958864, 2012-04-21 18:01:50,,29488
34533,1353154,M,                   ,                   , 2011-12-10 00:37:11,,5325
985191,1621580,M,                   ,                   , 2012-04-21 17:57:06,,29488
985202,2052110,M,                   ,                   , 2012-04-21 17:56:14,,29488
985211,1790654,F,                   ,                   , 2012-04-21 17:55:41,,29488
985225,2147046,F,                   ,                   , 2012-04-21 17:52:33,,29488
985234,14433,F,41.8781136,-87.6297982, 2012-04-21 17:51:46,,29488
985241,1343503,M,                   ,                   , 2012-04-21 17:48:36,,29488
985076,1093668,M,37.3393857,-121.8949555, 2012-04-21 18:23:43,,5222
985086,2145939,M,37.7249296,-122.1560768, 2012-04-21 18:23:11,,5222
985149,1272874,M,37.7749295,-122.4194155, 2012-04-21 18:19:29,,5222
985099,2147017,M,                   ,                   , 2012-04-21 18:23:11,,5222
985166,2147036,M,                   ,                   , 2012-04-21 18:17:50,,5222
985106,261153,F,                   ,                   , 2012-04-21 18:22:23,,5222
985121,2147023,M,                   ,                   , 2012-04-21 18:20:50,,5222
985137,2147030,F,                   ,                   , 2012-04-21 18:19:52,,5222
985368,2088012,F,33.3061605,-111.8412502, 2012-04-21 16:59:39,,394002
985180,361291,F,37.7749295,-122.4194155, 2012-04-21 18:16:14,,5222
985266,1390851,M,40.0792766,-75.3015714, 2012-04-21 16:06:29,,507287
985272,1390578,M,40.7143528,-74.0059731, 2012-04-21 18:43:33,,155274
985256,2101291,M,32.2217429,-110.926479, 2012-04-21 17:47:35,,507287
985229,2064254,F,33.3061605,-111.8412502, 2012-04-21 18:11:47,,235528
984643,2100357,F,34.0522342,-118.2436849, 2012-04-21 18:25:37,,10935
985100,2147018,F,34.1425078,-118.255075, 2012-04-21 18:45:23,,10935
985161,487754,M,34.1808392,-118.3089661, 2012-04-21 18:32:37,,10935
985492,1653313,M,                   ,                   , 2012-04-21 17:56:20,,151119
985346,1347040,M,                   ,                   , 2012-04-21 17:42:40,,679822
985456,207698,M,43.6525,-79.3816667, 2012-04-21 18:46:46,,12350
985145,2075053,M,32.7153292,-117.1572551, 2012-04-21 18:37:02,,10935
984626,2146920,M,28.2919557,-81.407571, 2012-04-21 18:26:29,,10935
985482,1515340,F,                   ,                   , 2012-04-21 19:14:23,,151119
985083,2056625,M,                   ,                   , 2012-04-21 18:46:43,,10935
985084,1493394,F,                   ,                   , 2012-04-21 16:40:47,,630290
985109,1742573,F,33.3061605,-111.8412502, 2012-04-21 17:55:32,,249118
985233,2147047,F,39.0997265,-94.5785667, 2012-04-21 18:28:01,,11138
985242,221286,M,42.6584254,-71.1370012, 2012-04-21 18:21:15,,11138
985252,324740,M,                   ,                   , 2012-04-21 18:18:32,,11138
34578,1353180,M,                   ,                   , 2011-12-09 23:55:52,,143138
985262,191892,F,                   ,                   , 2012-04-21 18:14:51,,11138
985271,2147051,F,                   ,                   , 2012-04-21 18:10:29,,11138
985285,2147056,F,                   ,                   , 2012-04-21 18:03:40,,11138
985299,392265,M,41.4553232,-81.9179173, 2012-04-21 18:02:46,,11138
985309,56264,M,                   ,                   , 2012-04-21 17:58:54,,11138
985320,371807,M,40.65,-73.95, 2012-04-21 17:56:43,,11138
985102,799351,M,                   ,                   , 2012-04-21 18:53:08,,11138
985135,1485618,M,                   ,                   , 2012-04-21 18:47:23,,11138
985094,72931,M,                   ,                   , 2012-04-21 18:26:30,,22533
985144,2083500,F,42.2353704,-72.1411888, 2012-04-21 18:51:20,,531881
985185,2096932,M,33.414768,-111.9093095, 2012-04-21 18:57:47,,1002953
985194,285884,F,33.0581063,-112.0476423, 2012-04-21 18:47:47,,1002953
985203,2057654,F,                   ,                   , 2012-04-21 18:42:32,,1002953
985213,461793,F,35.0844909,-106.6511367, 2012-04-21 17:08:31,,1002953
985300,344701,M,                   ,                   , 2012-04-21 18:01:11,,112931
985131,945388,M,33.4483771,-112.0740373, 2012-04-21 18:49:24,,250790
985263,2044881,M,33.3061605,-111.8412502, 2012-04-21 16:29:53,,989418
985288,1361115,F,34.0522342,-118.2436849, 2012-04-21 18:20:46,,112931
985304,711053,F,38.1040864,-122.2566367, 2012-04-21 17:43:20,,112931
985316,2079813,F,33.4222685,-111.8226402, 2012-04-21 18:56:18,,54373
985353,2147074,M,33.8536269,-118.1339563, 2012-04-21 18:23:36,,104172
985257,912277,M,                   ,                   , 2012-04-21 18:02:58,,989420
985341,285137,M,33.4941704,-111.9260519, 2012-04-21 18:36:45,,104172
985358,2097147,M,34.0489281,-111.0937311, 2012-04-21 18:14:19,,5452
985385,2147080,M,                   ,                   , 2012-04-21 19:11:10,,39814
985436,1471952,M,                   ,                   , 2012-04-21 18:41:11,,39814
985401,794223,F,                   ,                   , 2012-04-21 19:01:36,,39814
985373,2051778,M,                   ,                   , 2012-04-21 19:04:21,,569673
985103,910816,F,40.0892746,-75.3960211, 2012-04-21 18:57:19,,4432
985410,1796973,F,40.7143528,-74.0059731, 2012-04-21 18:57:57,,39814
985391,1780734,F,                   ,                   , 2012-04-21 19:04:02,,39814
985424,1376915,M,                   ,                   , 2012-04-21 18:56:12,,39814
985101,1103765,M,33.6680772,-117.3272615, 2012-04-21 16:26:56,,50547
985107,1860887,M,26.0112014,-80.1494901, 2012-04-21 16:25:50,,50547
985117,1387538,F,27.6648274,-81.5157535, 2012-04-21 16:13:31,,50547
43924,105055,F,40.715972,-74.001437, 2011-12-10 03:16:30,,13115
985132,2147028,F,                   ,                   , 2012-04-21 15:50:51,,50547
985148,1405212,M,                   ,                   , 2012-04-21 15:49:14,,50547
985155,1366599,M,                   ,                   , 2012-04-21 15:46:47,,50547
985175,2147038,M,                   ,                   , 2012-04-21 15:42:14,,50547
985198,1110836,M,33.4483771,-112.0740373, 2012-04-21 18:41:37,,842260
985218,393215,M,33.414768,-111.9093095, 2012-04-21 18:58:05,,54548
985251,342388,M,33.4483771,-112.0740373, 2012-04-21 18:54:34,,258292
985261,2071780,F,                   ,                   , 2012-04-21 19:08:14,,4432
20430,1346119,M,40.715972,-74.001437, 2011-12-09 02:37:58,,78479
984448,642594,F,                   ,                   , 2012-04-21 18:20:48,,4432
985230,1539130,F,                   ,                   , 2012-04-21 18:56:01,,54548
985206,1408225,F,                   ,                   , 2012-04-21 18:31:11,,11138
985232,2147047,M,                   ,                   , 2012-04-21 18:28:01,,11138
985197,366621,M,37.5319444,-122.2480556, 2012-04-21 18:35:41,,11138
985240,2091360,M,33.449806,-112.3582136, 2012-04-21 18:21:16,,11138
985258,324740,F,                   ,                   , 2012-04-21 18:18:32,,11138
33546,833702,F,39.091449,-84.4957757, 2011-12-09 16:01:03,,217447
985249,221286,F,42.6584254,-71.1370012, 2012-04-21 18:21:15,,11138
985270,191892,M,                   ,                   , 2012-04-21 18:14:51,,11138
985277,2147051,M,                   ,                   , 2012-04-21 18:10:29,,11138
985292,2147059,M,                   ,                   , 2012-04-21 18:03:40,,11138
985303,392265,M,41.4553232,-81.9179173, 2012-04-21 18:02:46,,11138
985318,56264,M,                   ,                   , 2012-04-21 17:58:54,,11138
985157,396590,M,28.5383355,-81.3792365, 2012-04-21 18:24:53,,352926
985168,1421858,F,29.9940924,-90.2417434, 2012-04-21 18:19:35,,352926
985176,2145531,M,-25.2520888,-52.0215415, 2012-04-21 16:52:21,,352926
985205,124941,F,33.3061605,-111.8412502, 2012-04-21 18:19:37,,235528
985219,2064254,F,                   ,                   , 2012-04-21 18:11:47,,235528
985283,660239,F,41.8781136,-87.6297982, 2012-04-21 19:07:38,,5222
985260,1145391,M,36.4796839,-121.7324476, 2012-04-21 19:08:24,,5222
985269,1085271,M,37.4418834,-122.1430195, 2012-04-21 19:08:18,,5222
985273,2038304,M,51.5601908,5.0818877, 2012-04-21 19:08:02,,5222
985296,506609,F,38.1374202,-120.4596437, 2012-04-21 19:07:02,,5222
985311,33984,F,42.263079,-88.0039653, 2012-04-21 19:06:23,,5222
985324,2139522,F,36.0355747,140.073866, 2012-04-21 19:05:28,,5222
152792,1414975,M,                   ,                   , 2011-12-11 23:33:41,,61879
985332,1714379,M,40.7143528,-74.0059731, 2012-04-21 19:02:06,,5222
985162,1584958,M,36.0625795,-94.1574263, 2012-04-21 18:24:41,,64
984587,899267,M,                   ,                   , 2012-04-21 18:02:29,,64
985583,1724853,M,33.4941704,-111.9260519, 2012-04-21 16:25:37,,72375
984490,280190,M,44.9799654,-93.2638361, 2012-04-21 18:20:44,,64
985684,2087121,F,33.4941704,-111.9260519, 2012-04-21 19:24:17,,220722
985914,1375422,M,45.5088889,-73.5541667, 2012-04-21 17:51:57,,378666
984661,517520,F,45.0696886,-92.9516037, 2012-04-21 17:55:54,,64
985614,2138533,F,33.4483771,-112.0740373, 2012-04-21 19:16:33,,41665
985632,2147122,F,                   ,                   , 2012-04-21 18:33:43,,41665
984455,2037586,M,38.5815719,-121.4943996, 2012-04-21 18:22:08,,64
985467,331431,M,33.414768,-111.9093095, 2012-04-21 19:12:39,,560953
985199,483522,M,33.4941704,-111.9260519, 2012-04-21 18:43:04,,141050
984010,1720945,F,33.4483771,-112.0740373, 2012-04-21 17:45:26,,4432
984198,2142406,F,33.414768,-111.9093095, 2012-04-21 17:50:09,,4432
985496,2055367,F,                   ,                   , 2012-04-21 17:55:25,,207165
985190,2067438,M,33.4941704,-111.9260519, 2012-04-21 18:56:23,,239230
46249,1359195,M,                   ,                   , 2011-12-10 02:23:41,,65385
985478,1402628,M,33.4941704,-111.9260519, 2012-04-21 18:09:59,,207165
985284,1964554,M,47.6062095,-122.3320708, 2012-04-21 17:28:35,,28304
985254,1678188,M,37.5629917,-122.3255254, 2012-04-21 17:36:27,,28304
985259,1351666,M,                   ,                   , 2012-04-21 17:35:57,,28304
985267,1336653,F,                   ,                   , 2012-04-21 17:33:41,,28304
985290,1448673,M,                   ,                   , 2012-04-21 17:16:20,,28304
985055,318618,F,33.4222685,-111.8226402, 2012-04-21 18:48:16,,54713
985325,1779976,F,                   ,                   , 2012-04-21 17:13:38,,28304
985334,75362,F,33.7489954,-84.3879824, 2012-04-21 17:11:56,,28304
985354,450244,M,32.87167,-96.14833, 2012-04-21 18:24:16,,958620
985362,1178331,M,33.4483771,-112.0740373, 2012-04-21 18:48:01,,231550
985307,1681373,M,41.7605849,-88.3200715, 2012-04-21 17:14:44,,28304
985227,2146441,F,34.0522342,-118.2436849, 2012-04-21 17:44:09,,28304
985244,2146537,F,41.8850317,-87.7845025, 2012-04-21 17:37:52,,28304
985231,2046400,F,                   ,                   , 2012-04-21 18:17:36,,16894
985245,2147050,M,                   ,                   , 2012-04-21 18:10:44,,16894
985253,1391252,M,                   ,                   , 2012-04-21 17:54:08,,16894
985295,2056276,M,                   ,                   , 2012-04-21 18:16:18,,615695
985310,1657262,M,33.414768,-111.9093095, 2012-04-21 19:07:44,,609177
985317,2081110,M,33.414768,-111.9093095, 2012-04-21 18:53:20,,609177
985327,56324,M,33.4476776,-112.0807952, 2012-04-21 18:45:39,,609177
985338,2147069,F,                   ,                   , 2012-04-21 18:15:19,,609177
985349,2134076,M,40.7143528,-74.0059731, 2012-04-21 18:10:34,,609177
985364,2147075,F,                   ,                   , 2012-04-21 18:03:45,,609177
985374,2044540,F,                   ,                   , 2012-04-21 17:16:09,,609177
985386,1799864,F,36.114646,-115.172816, 2012-04-21 17:08:56,,609177
985413,2147088,M,                   ,                   , 2012-04-21 19:06:52,,986876
985712,2103331,M,32.2217429,-110.926479, 2012-04-21 18:41:29,,119500
985701,282329,M,33.4941704,-111.9260519, 2012-04-21 19:02:02,,119500
985395,2147083,F,                   ,                   , 2012-04-21 18:46:28,,60
985321,558622,F,37.0236759,-94.7355042, 2012-04-21 19:00:26,,60
985369,2133075,F,39.7391536,-104.9847034, 2012-04-21 18:54:18,,60
985407,1361015,M,37.3860517,-122.0838511, 2012-04-21 18:43:36,,60
985360,1467626,M,                   ,                   , 2012-04-21 18:55:57,,60
985275,2147052,M,-22.9035393,-43.2095869, 2012-04-21 19:05:45,,60
34469,194642,M,40.740389,-73.983385, 2011-12-10 01:16:09,,29488
985420,65901,M,-36.8484597,174.7633315, 2012-04-21 18:43:24,,60
985381,2147078,M,                   ,                   , 2012-04-21 18:52:35,,60
985291,1471479,F,40.7143528,-74.0059731, 2012-04-21 19:04:10,,60
985340,841242,M,47.6062095,-122.3320708, 2012-04-21 18:57:54,,60
985243,2147049,F,                   ,                   , 2012-04-21 18:29:02,,1028911
985335,2147067,F,-35.3080556,149.1244444, 2012-04-21 18:58:02,,60
985250,1761697,F,                   ,                   , 2012-04-21 17:34:55,,29488
985264,1382044,M,                   ,                   , 2012-04-21 17:29:25,,29488
985276,2147053,M,                   ,                   , 2012-04-21 17:27:46,,29488
985287,2147058,M,                   ,                   , 2012-04-21 17:26:26,,29488
985314,1494696,F,                   ,                   , 2012-04-21 16:55:14,,117315
985501,2147103,F,                   ,                   , 2012-04-21 17:09:07,,837030
985798,109347,F,33.800745,-84.41052, 2012-04-21 19:33:11,,971108
985823,2147161,M,38.677269,-87.5286325, 2012-04-21 19:29:22,,971108
985839,155463,M,34.2257255,-77.9447102, 2012-04-21 19:28:55,,971108
984373,2146867,M,                   ,                   , 2012-04-21 18:06:51,,513409
985784,1368898,M,                   ,                   , 2012-04-21 19:34:32,,971108
985852,2147166,M,38.677269,-87.5286325, 2012-04-21 19:28:01,,971108
985792,1465370,M,28.5383355,-81.3792365, 2012-04-21 19:33:19,,971108
985282,2147055,F,                   ,                   , 2012-04-21 19:04:49,,430840
985293,2047404,M,                   ,                   , 2012-04-21 18:26:42,,430840
985308,2045812,F,33.3528264,-111.789027, 2012-04-21 17:14:50,,430840
985331,1971161,F,                   ,                   , 2012-04-21 18:40:04,,109670
985342,2147070,F,                   ,                   , 2012-04-21 16:25:00,,1131916
985355,2053322,M,                   ,                   , 2012-04-21 18:15:53,,449696
985383,158677,M,47.6062095,-122.3320708, 2012-04-21 19:06:09,,7491
985377,2146831,M,38.8951118,-77.0363658, 2012-04-21 19:10:28,,7491
985429,276829,F,                   ,                   , 2012-04-21 19:02:31,,7491
985433,2133621,F,46.2112458,-119.1372338, 2012-04-21 18:59:24,,7491
985419,1777102,F,33.9533487,-117.3961564, 2012-04-21 19:03:06,,7491
985412,2147087,M,38.6779591,-121.1760583, 2012-04-21 19:04:31,,7491
985393,64808,M,47.6062095,-122.3320708, 2012-04-21 19:04:54,,7491
985294,2147060,M,                   ,                   , 2012-04-21 18:27:56,,48987
985301,2055233,M,                   ,                   , 2012-04-21 17:49:09,,48987
985312,1032680,M,39.4665221,-74.5482393, 2012-04-21 17:34:51,,48987
985323,613393,M,39.9167783,-75.387693, 2012-04-21 16:42:19,,48987
985475,256332,F,33.4483771,-112.0740373, 2012-04-21 18:53:31,,54594
985466,1192392,M,33.4483771,-112.0740373, 2012-04-21 19:10:19,,54594
985615,398252,F,48.8566667,2.3509871, 2012-04-21 19:12:15,,3104
985497,533284,F,40.4406248,-79.9958864, 2012-04-21 18:48:38,,54594
985630,2147121,F,                   ,                   , 2012-04-21 19:09:46,,3104
985567,2147113,M,                   ,                   , 2012-04-21 19:15:18,,3104
985555,2147110,M,                   ,                   , 2012-04-21 19:20:43,,3104
985305,2147062,M,                   ,                   , 2012-04-21 19:02:53,,27519
985319,2138169,F,33.575,-117.7255556, 2012-04-21 18:59:05,,27519
985330,404959,F,                   ,                   , 2012-04-21 18:46:49,,27519
985339,845040,F,41.8781136,-87.6297982, 2012-04-21 18:28:30,,27519
985348,276774,M,41.883869,-72.363777, 2012-04-21 18:23:11,,27519
985359,321304,M,45.4206749,-122.6706498, 2012-04-21 18:21:53,,27519
985366,1394994,M,                   ,                   , 2012-04-21 18:20:26,,27519
985376,564969,M,43.4252776,-88.1834277, 2012-04-21 17:59:26,,27519
985389,2147081,M,                   ,                   , 2012-04-21 17:33:59,,27519
985402,38338,M,41.8781136,-87.6297982, 2012-04-21 17:11:24,,27519
338185,388112,F,37.629349,-122.400087, 2011-12-25 14:08:52,,5222
985425,2147091,M,                   ,                   , 2012-04-21 16:52:12,,27519
985428,628201,F,36.1988592,-115.1175013, 2012-04-21 16:34:16,,27519
985437,2147093,F,                   ,                   , 2012-04-21 16:25:09,,27519
985465,1864071,F,33.4222685,-111.8226402, 2012-04-21 18:07:14,,184272
985476,1400577,M,                   ,                   , 2012-04-21 18:53:09,,581025
985493,1764582,M,                   ,                   , 2012-04-21 18:24:43,,1062045
985315,2147064,M,                   ,                   , 2012-04-21 17:05:28,,132650
985417,1010173,F,51.5001524,-0.1262362, 2012-04-21 19:07:12,,9822
985430,2092936,F,41.8781136,-87.6297982, 2012-04-21 19:04:19,,9822
985434,1507582,F,40.4406248,-79.9958864, 2012-04-21 19:04:09,,9822
985447,2147096,M,                   ,                   , 2012-04-21 19:03:22,,9822
985454,328629,M,41.8781136,-87.6297982, 2012-04-21 19:03:18,,9822
985471,211160,M,33.8160058,-78.680016, 2012-04-21 19:01:37,,9822
985481,1132693,M,47.6062095,-122.3320708, 2012-04-21 19:00:48,,9822
985499,2086454,M,                   ,                   , 2012-04-21 18:59:03,,9822
985510,5276,M,37.3393857,-121.8949555, 2012-04-21 18:58:56,,9822
985400,1048976,F,                   ,                   , 2012-04-21 19:08:15,,9822
985379,414193,M,47.6062095,-122.3320708, 2012-04-21 19:11:18,,9822
985329,371807,F,40.65,-73.95, 2012-04-21 17:56:43,,11138
985328,1615728,F,32.4315813,-80.6698286, 2012-04-21 17:55:51,,11138
984108,2146815,F,                   ,                   , 2012-04-21 17:39:58,,11138
985422,99310,M,33.5386523,-112.1859866, 2012-04-21 18:09:33,,76073
985189,2065874,M,34.1705609,-118.8375937, 2012-04-21 19:03:48,,128032
985220,1080111,M,                   ,                   , 2012-04-21 18:32:20,,128032
985404,286948,F,33.4483771,-112.0740373, 2012-04-21 18:13:00,,76073
985824,1441863,F,                   ,                   , 2012-04-21 18:00:42,,561746
985853,2147167,F,                   ,                   , 2012-04-21 19:09:10,,16093
985841,2147164,M,                   ,                   , 2012-04-21 19:24:30,,16093
985867,1473488,M,                   ,                   , 2012-04-21 18:58:13,,16093
985880,840770,M,40.715972,-74.001437, 2012-04-21 18:56:04,,16093
985470,2053099,M,                   ,                   , 2012-04-21 18:46:13,,228595
985351,2107383,M,39.041408,-77.481018, 2012-04-21 19:02:28,,2297
985367,2147077,M,                   ,                   , 2012-04-21 19:01:28,,2297
985375,358494,F,                   ,                   , 2012-04-21 18:59:21,,2297
985387,2079568,M,33.4483771,-112.0740373, 2012-04-21 18:58:21,,2297
985403,2147086,F,                   ,                   , 2012-04-21 18:57:46,,2297
985426,2025533,F,                   ,                   , 2012-04-21 18:57:03,,2297
985427,546169,F,34.1808392,-118.3089661, 2012-04-21 18:56:15,,2297
985431,2146406,M,33.6534427,-84.4493725, 2012-04-21 18:56:01,,2297
985440,1775471,M,                   ,                   , 2012-04-21 18:55:24,,2297
985443,2067432,M,27.949436,-82.4651441, 2012-04-21 18:53:00,,2297
985333,821976,F,                   ,                   , 2012-04-21 19:02:56,,2297
985343,2147071,F,                   ,                   , 2012-04-21 19:02:54,,2297
985336,1358433,F,33.7489954,-84.3879824, 2012-04-21 19:00:04,,5222
985345,68233,M,37.3393857,-121.8949555, 2012-04-21 18:57:44,,5222
985357,547472,M,33.6411316,-117.9186689, 2012-04-21 18:57:21,,5222
985361,1331522,M,                   ,                   , 2012-04-21 18:55:52,,5222
985372,1422098,M,                   ,                   , 2012-04-21 18:55:47,,5222
985378,30331,M,37.629349,-122.400087, 2012-04-21 18:54:18,,5222
985384,9640,M,34.0522342,-118.2436849, 2012-04-21 18:54:03,,5222
985398,2147085,F,                   ,                   , 2012-04-21 18:53:25,,5222
985408,2146772,M,40.764462,-111.904565, 2012-04-21 18:52:38,,5222
985432,2147092,F,                   ,                   , 2012-04-21 18:52:23,,5222
985442,2147094,F,                   ,                   , 2012-04-21 18:50:55,,5222
985446,608224,F,37.4418834,-122.1430195, 2012-04-21 18:49:57,,5222
985461,2147099,M,                   ,                   , 2012-04-21 18:48:33,,5222
985487,2147102,M,                   ,                   , 2012-04-21 18:48:22,,5222
985500,1392463,M,                   ,                   , 2012-04-21 18:47:29,,5222
985551,2147109,F,                   ,                   , 2012-04-21 19:11:56,,278588
984090,2140240,F,37.7749295,-122.4194155, 2012-04-21 17:40:25,,11138
985561,571424,F,40.7143528,-74.0059731, 2012-04-21 18:04:31,,278588
984126,1260040,M,40.9525987,-72.9253805, 2012-04-21 17:37:55,,11138
985590,265685,M,33.4222685,-111.8226402, 2012-04-21 17:32:32,,1062021
984131,157180,M,                   ,                   , 2012-04-21 17:35:45,,11138
985416,2147089,M,                   ,                   , 2012-04-21 17:13:48,,204926
985513,1835179,M,                   ,                   , 2012-04-21 17:40:55,,243308
985596,2137752,M,33.3061605,-111.8412502, 2012-04-21 17:05:24,,1062021
985598,1437473,F,                   ,                   , 2012-04-21 16:43:40,,1062021
985626,2147120,M,                   ,                   , 2012-04-21 18:21:16,,290335
985640,650947,F,39.2903848,-76.6121893, 2012-04-21 19:17:07,,46717
985394,1717677,F,33.3061605,-111.8412502, 2012-04-21 19:10:31,,54550
985670,448044,F,                   ,                   , 2012-04-21 19:00:15,,46717
985363,2045715,M,33.4941704,-111.9260519, 2012-04-21 18:06:27,,104172
985411,1918126,M,33.3528264,-111.789027, 2012-04-21 19:06:55,,54551
985469,2060970,M,                   ,                   , 2012-04-21 18:33:13,,464106
985480,373066,F,                   ,                   , 2012-04-21 18:01:43,,464106
985183,673994,F,33.0787326,-97.5653027, 2012-04-21 17:36:47,,268425
985201,2147042,F,                   ,                   , 2012-04-21 17:14:05,,268425
985533,2145577,M,40.7143528,-74.0059731, 2012-04-21 18:33:35,,236577
985700,251835,M,33.414768,-111.9093095, 2012-04-21 18:03:47,,12949
985572,41616,M,36.114646,-115.172816, 2012-04-21 19:04:48,,311358
985587,1005284,M,42.5256502,-71.0953314, 2012-04-21 19:03:36,,884725
985620,2147118,M,                   ,                   , 2012-04-21 18:46:53,,151161
985642,27476,M,                   ,                   , 2012-04-21 17:48:34,,671052
985657,2113281,F,40.79428591,-73.97186995, 2012-04-21 17:35:40,,671052
985666,194883,M,33.4941704,-111.9260519, 2012-04-21 16:41:17,,671052
985785,1791991,F,                   ,                   , 2012-04-21 18:26:40,,1122697
985649,2147126,F,                   ,                   , 2012-04-21 19:07:02,,19702
985658,2128536,F,37.1685907,-113.6794057, 2012-04-21 19:06:47,,19702
985671,2147131,M,                   ,                   , 2012-04-21 19:01:25,,19702
985685,1759951,M,41.5428123,-87.6847684, 2012-04-21 18:50:46,,19702
985698,527945,M,36.114646,-115.172816, 2012-04-21 17:12:20,,19702
985713,2109027,F,35.2270869,-80.8431267, 2012-04-21 16:47:38,,19702
985730,2147139,F,                   ,                   , 2012-04-21 16:25:34,,19702
985743,1462054,F,33.4483771,-112.0740373, 2012-04-21 18:58:24,,749726
985756,617225,M,39.1910983,-106.8175387, 2012-04-21 17:37:36,,228882
985769,2147143,M,                   ,                   , 2012-04-21 16:40:04,,228882
985421,1871450,M,33.3528264,-111.789027, 2012-04-21 18:16:20,,151138
985491,1644301,M,33.4941704,-111.9260519, 2012-04-21 19:12:07,,18006
985435,2142980,M,33.449806,-112.3582136, 2012-04-21 16:43:46,,151138
985520,945387,M,33.4941704,-111.9260519, 2012-04-21 18:57:10,,18006
985573,29810,F,39.0457549,-76.6412712, 2012-04-21 19:15:42,,47021
985591,2147115,M,                   ,                   , 2012-04-21 19:12:48,,47021
985530,1382500,F,40.7143528,-74.0059731, 2012-04-21 18:55:57,,18006
985564,2016062,F,38.8951118,-77.0363658, 2012-04-21 19:20:49,,47021
985601,1310391,F,40.482293,-78.5516827, 2012-04-21 19:11:41,,47021
985380,1996521,M,                   ,                   , 2012-04-21 18:51:08,,151138
985453,1369430,M,                   ,                   , 2012-04-21 18:31:11,,830044
985462,1642000,M,33.4483771,-112.0740373, 2012-04-21 17:55:05,,830048
985396,2147084,F,                   ,                   , 2012-04-21 16:12:23,,393985
985764,1355727,F,33.414768,-111.9093095, 2012-04-21 18:07:47,,333108
985772,1631529,F,                   ,                   , 2012-04-21 18:06:59,,333108
985603,2080351,M,33.3528264,-111.789027, 2012-04-21 16:35:08,,979454
985704,1621447,M,33.4483771,-112.0740373, 2012-04-21 19:27:23,,40344
985796,1219232,M,39.952335,-75.163789, 2012-04-21 18:35:40,,406053
985636,2050528,M,                   ,                   , 2012-04-21 19:24:45,,1110979
985584,412398,M,33.4483771,-112.0740373, 2012-04-21 17:43:56,,979454
985553,1104942,M,33.7739053,-117.9414477, 2012-04-21 19:07:58,,431011
985659,1786399,F,                   ,                   , 2012-04-21 18:54:18,,152536
985729,2038932,M,33.414768,-111.9093095, 2012-04-21 18:04:16,,119483
985752,1478748,F,                   ,                   , 2012-04-21 18:18:29,,333108
985415,113536,F,33.414768,-111.9093095, 2012-04-21 17:51:43,,842386
985806,1684448,F,33.4483771,-112.0740373, 2012-04-21 16:34:52,,406053
985397,105884,M,33.6305938,-112.333216, 2012-04-21 19:08:06,,454104
985418,2147090,M,                   ,                   , 2012-04-21 18:43:02,,67160
985438,1384931,M,41.5356492,-73.8990252, 2012-04-21 18:13:27,,67160
985450,2147097,F,                   ,                   , 2012-04-21 17:08:32,,67160
985455,215502,F,39.5500507,-105.7820674, 2012-04-21 17:01:15,,67160
985472,1197431,F,40.2986724,-83.067965, 2012-04-21 16:57:19,,67160
985488,324154,M,34.0522342,-118.2436849, 2012-04-21 19:01:26,,216080
985494,1791120,M,                   ,                   , 2012-04-21 18:00:58,,216080
985511,1391359,M,                   ,                   , 2012-04-21 17:58:17,,216080
985522,2147107,M,                   ,                   , 2012-04-21 16:57:37,,216080
985534,1886125,M,34.0202894,-117.8653386, 2012-04-21 16:49:38,,216080
985544,1670927,M,40.7143528,-74.0059731, 2012-04-21 16:17:08,,216080
985441,2046595,F,33.4222685,-111.8226402, 2012-04-21 19:02:53,,680319
985406,1717596,M,33.3061605,-111.8412502, 2012-04-21 19:09:35,,54550
